# LAMMPS data file written by OVITO Basic 3.11.2

40000 atoms
2 atom types

-0.0322062552 126.8254437654 xlo xhi
-23.7503564017 55.4003563946 ylo yhi
-0.0128563981 158.2885691944 zlo zhi

Atom Type Labels

1 W
2 Mo

Masses

1 183.85  # W
2 95.94  # Mo

Atoms  # atomic

1205 1 6.20485 0.168921 18.9941
1006 2 7.93473 1.47386 17.4093
1027 2 9.49964 3.18412 15.8615
1008 1 11.0732 1.54507 17.4367
1029 2 12.6232 3.21516 15.7682
1010 2 14.1916 1.57587 17.4617
1031 2 15.7946 3.01907 15.71
1011 2 15.7864 0.0448137 15.887
1012 2 18.8523 0.129389 15.8945
1211 1 17.3112 1.672 17.4919
1033 2 18.9394 3.17282 15.7892
1014 1 20.6557 1.62295 17.2996
1035 2 22.1915 3.12584 15.7841
1016 1 23.8449 1.55073 17.4806
1018 1 26.9915 1.59441 17.3233
1037 2 25.4068 3.19641 15.7748
1019 1 28.6964 -0.0256174 15.7424
1039 1 28.5621 3.10945 15.8029
1020 1 30.0585 1.50512 17.4138
1493 2 19.0263 12.5924 22.0749
1043 2 3.0779 6.40821 15.7661
1022 2 1.69947 4.82808 17.4043
1045 2 6.28806 6.38061 15.8014
1024 2 4.73411 4.73411 17.4417
1044 1 4.74533 7.95703 17.4182
1026 1 7.85547 4.68841 17.2923
1047 2 9.48518 6.35961 15.7
1028 1 11.1087 4.73435 17.363
1030 1 14.2338 4.81099 17.2221
1049 2 12.6013 6.33983 15.7266
1051 2 15.9014 6.27529 15.762
1050 2 14.2721 7.87654 17.4121
1053 2 19.0164 6.33707 15.7717
1032 2 17.4575 4.75693 17.4037
1034 1 20.6493 4.70076 17.3944
1055 1 22.2297 6.31068 15.8291
1036 1 23.8525 4.74664 17.3657
1056 2 23.739 7.8613 17.4059
1057 2 25.3582 6.30318 15.8058
1038 2 26.9932 4.69181 17.3605
1058 1 26.9038 7.90099 17.5358
1059 2 28.4914 6.31793 15.8038
1040 1 30.1439 4.7928 17.36
1060 1 30.1068 7.974 17.4117
1292 2 17.4024 14.2411 20.5549
1061 2 126.8388886206 9.51576 15.8393
1042 2 1.63788 7.889 17.4608
1063 1 3.1373 9.49873 15.8172
1062 2 1.63329 11.0461 17.3866
1064 2 4.79278 11.078 17.4967
1065 2 6.27229 9.55783 15.7911
1066 2 7.87342 11.0343 17.3889
1048 1 11.0474 7.92126 17.3787
1046 1 7.85934 7.98553 17.3499
1067 1 9.50145 9.50658 15.7313
1068 2 11.1581 11.0715 17.3547
1069 1 12.7454 9.51984 15.7657
1070 1 14.2917 11.0828 17.3378
1052 1 17.3583 7.91955 17.4068
1071 2 15.9081 9.43319 15.8199
1073 1 18.9562 9.44426 15.8675
1072 2 17.4412 11.1116 17.3645
1054 1 20.5973 7.94547 17.3558
1075 2 22.1862 9.47001 15.8892
1074 2 20.667 11.0817 17.447
1076 2 23.7376 11.039 17.4133
1077 2 25.3701 9.41762 15.692
1078 2 26.9688 11.0438 17.3789
1079 1 28.4771 9.47107 15.798
1080 2 30.0557 11.031 17.3348
1285 1 6.41828 12.6641 19.005
1083 2 3.1376 12.6137 15.76
1082 2 1.58511 14.2438 17.4493
1085 2 6.34568 12.6693 15.7499
1084 2 4.75476 14.1441 17.4038
1086 2 7.93301 14.2072 17.3611
1105 1 6.33595 15.7469 15.8921
1087 1 9.5137 12.7399 15.767
1088 1 11.0678 14.2397 17.3006
1090 1 14.2768 14.2292 17.3962
1089 1 12.7056 12.7419 15.7904
1113 2 19.0209 15.7857 15.8306
1091 1 15.7722 12.6696 15.8288
1092 1 17.4273 14.2062 17.3678
1093 2 19.0324 12.6324 15.8208
1095 1 22.1556 12.7009 15.7562
1094 1 20.567 14.2123 17.4042
1096 2 23.6926 14.2101 17.3498
1097 2 25.3177 12.5844 15.6806
1098 2 26.8883 14.294 17.4066
1099 2 28.4209 12.674 15.8025
1100 2 30.1303 14.2947 17.4266
1119 1 28.4771 15.8249 15.8751
1505 2 6.34333 15.7956 22.2019
6081 2 31.6287 12.6099 15.8147
1215 1 22.0973 -0.00593704 19.3113
1415 2 22.1663 0.00169148 22.1399
1419 2 28.513 0.0832934 22.2479
1290 1 14.222 14.2879 20.5514
1201 1 0.118407 0.0759497 19.0292
1403 2 2.93953 -0.0964177 22.3006
1223 1 3.12675 3.10612 18.9477
1202 2 1.47579 1.65317 20.5861
1423 2 3.07476 3.2492 22.0878
1225 2 6.35077 3.24433 18.9213
1425 1 6.39811 3.2103 22.1818
1204 2 4.70894 1.56849 20.5691
1206 2 7.90607 1.58418 20.6066
1227 2 9.55872 3.29314 18.9546
1427 1 9.67236 3.17073 22.2103
1208 2 10.9949 1.59164 20.589
1229 2 12.6797 3.21778 18.8806
1429 1 12.6507 3.17641 22.0739
1210 2 14.2448 1.68345 20.5959
1231 2 15.8155 3.22673 18.9921
1431 2 15.8328 3.17687 22.1483
1213 1 19.0998 0.127237 18.8272
1233 2 18.943 3.09197 19.0474
1433 1 19.0223 3.28274 22.1968
1212 1 17.3777 1.64794 20.5979
1235 2 22.3099 3.09465 19.0482
1435 2 22.2309 3.11322 22.12
1214 1 20.5481 1.61614 20.6793
1216 1 23.8717 1.57453 20.6113
1237 1 25.4585 3.20857 18.9526
1437 1 25.3866 3.27123 22.2247
1218 1 27.0491 1.66611 20.529
1239 1 28.5662 3.2426 19.0054
1439 2 28.5292 3.16361 22.0926
1220 1 30.0754 1.54777 20.5218
6221 2 31.5648 3.10622 18.9054
1489 1 12.679 12.6859 22.1589
1241 1 126.8687949206 6.32902 18.903
1441 2 -0.0291209 6.3022 22.1794
1243 1 3.21609 6.40411 18.9671
1443 2 3.30369 6.30944 22.1626
1222 2 1.50386 4.76955 20.4584
1245 2 6.37873 6.34096 18.8924
1445 2 6.43629 6.2877 22.1128
1224 2 4.79013 4.68369 20.6258
1244 2 4.75449 7.99957 20.5933
1226 2 8.01113 4.75914 20.5092
1247 2 9.47296 6.31757 18.9197
1228 1 11.1832 4.70182 20.535
1447 1 9.5849 6.32793 22.2077
1246 2 8.01412 7.9227 20.6227
1249 2 12.6425 6.38155 18.8804
1449 2 12.6795 6.36211 22.092
1230 2 14.156 4.81246 20.4853
1451 1 15.8428 6.28157 22.1074
1251 1 15.8622 6.3154 18.9967
1253 2 18.9974 6.40055 18.9243
1232 2 17.4122 4.77828 20.6155
1453 2 18.9444 6.35634 22.0642
1252 2 17.378 7.95788 20.5457
1255 1 22.2 6.23812 19.0077
1234 2 20.6202 4.66183 20.4867
1455 1 22.0971 6.32962 22.1478
1254 2 20.585 7.87502 20.4982
1236 1 23.8007 4.77546 20.6365
1257 1 25.3591 6.26847 18.941
1457 1 25.317 6.39199 22.1517
1238 1 26.9207 4.73735 20.5183
1256 2 23.7929 7.92687 20.538
1289 2 12.7478 12.5941 18.9791
1259 1 28.5662 6.32911 18.9985
1459 2 28.422 6.39936 22.2729
1240 1 30.1601 4.78399 20.623
1260 1 30.0212 7.92059 20.5485
1286 2 7.92599 14.2752 20.6034
1261 2 0.0314155 9.47624 18.9889
1242 1 1.55644 7.85446 20.5776
1263 2 3.14025 9.52127 19.0535
1262 2 1.51969 10.9838 20.5347
1463 2 3.25529 9.50089 22.1208
1265 2 6.35109 9.48552 18.9852
1465 1 6.38194 9.43905 22.1735
1264 1 4.75286 11.0531 20.5529
1266 2 7.89394 11.134 20.602
1248 2 11.0997 7.78683 20.6029
1267 2 9.5202 9.55782 18.9669
1268 2 11.0629 11.0416 20.5001
1467 1 9.55297 9.49344 22.1498
1250 1 14.2527 7.93047 20.5557
1269 1 12.7921 9.51705 18.944
1270 2 14.2843 11.0548 20.5741
1469 2 12.6804 9.45934 22.152
1471 2 15.8734 9.5107 22.1856
1271 1 15.782 9.47709 19.0344
1273 2 18.8859 9.53545 18.9063
1272 2 17.3643 11.1286 20.5934
1473 1 19.0189 9.46861 22.0911
1275 2 22.1461 9.49193 19.0156
1475 1 22.1394 9.45471 22.1026
